περιφέρεια;νομός;δήμος;latitude;longitude;station_of_reference
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΡΟΔΟΠΗΣ;ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ;41.007639600000005;25.61155325141152;alexandroupolis
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΡΟΔΟΠΗΣ;ΑΡΡΙΑΝΩΝ;41.190848700000004;25.70164270848205;alexandroupolis
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΡΟΔΟΠΗΣ;ΙΑΣΜΟΥ;41.12433495;25.171303675154924;xanthi
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΚΑΒΑΛΑΣ;ΚΑΒΑΛΑΣ;41.019137400000005;24.38512540979381;drama
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΚΑΒΑΛΑΣ;ΘΑΣΟΥ;40.9425442;24.4257416;drama
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΚΑΒΑΛΑΣ;ΠΑΓΓΑΙΟΥ;40.86186605;24.162286509637013;drama
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΚΑΒΑΛΑΣ;ΝΕΣΤΟΥ;41.026108;24.631563562883784;xanthi
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΔΡΑΜΑΣ;ΠΑΡΑΝΕΣΤΙΟΥ;41.2666146;24.5002964;drama
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΔΡΑΜΑΣ;ΔΡΑΜΑΣ;41.3157063;24.20377824819277;drama
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΔΡΑΜΑΣ;ΠΡΟΣΟΤΣΑΝΗΣ;41.15949795;23.92133901119672;drama
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΔΡΑΜΑΣ;ΔΟΞΑΤΟΥ;41.0595867;24.222729320746755;drama
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΔΡΑΜΑΣ;ΚΑΤΩ ΝΕΥΡΟΚΟΠΙΟΥ;41.3820331;23.897124618645364;nevrokopi
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΞΑΝΘΗΣ;ΤΟΠΕΙΡΟΥ;41.00769645;24.821264160729918;xanthi
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΞΑΝΘΗΣ;ΑΒΔΗΡΩΝ;41.0435472;24.999907270121952;xanthi
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΞΑΝΘΗΣ;ΞΑΝΘΗΣ;41.20875275;24.666052164231886;xanthi
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΞΑΝΘΗΣ;ΜΥΚΗΣ;41.2874382;24.978992215850184;xanthi
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΕΒΡΟΥ;ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ;40.91866315;25.955559788836457;alexandroupolis
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΕΒΡΟΥ;ΣΟΥΦΛΙΟΥ;41.179491;26.104395854504716;alexandroupolis
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΕΒΡΟΥ;ΣΑΜΟΘΡΑΚΗΣ;40.4511544;25.585657246305097;samothraki
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΕΒΡΟΥ;ΟΡΕΣΤΙΑΔΑΣ;41.58866275;26.373318009723477;orestiada
ΠΕΡΙΦΈΡΕΙΑ ΑΝΑΤΟΛΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ ΚΑΙ ΘΡΆΚΗΣ;ΕΒΡΟΥ;ΔΙΔΥΜΟΤΕΙΧΟΥ;41.4088606;26.396907956446306;orestiada
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ;40.6194542;22.96763099125139;thessaloniki
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΠΥΛΑΙΑΣ-ΧΟΡΤΙΑΤΗ;40.622092949999995;23.071325018087663;thessaloniki
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΩΡΑΙΟΚΑΣΤΡΟΥ;40.75700045;22.905627496160868;thessaloniki
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΛΑΓΚΑΔΑ;40.745971350000005;23.152752827625616;thessaloniki
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΝΕΑΠΟΛΗΣ-ΣΥΚΕΩΝ;40.6514471;22.96573942052441;thessaloniki
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΔΕΛΤΑ;40.61487385;22.73352748208005;thessaloniki
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΠΑΥΛΟΥ ΜΕΛΑ;40.6848211;22.95445736910984;thessaloniki
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΕΥΟΣΜΟΥ-ΚΟΡΔΕΛΙΟΥ;40.6772208;22.905849663636886;thessaloniki
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΒΟΛΒΗΣ;40.705418949999995;23.551864945419517;polygyros
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΡΜΗΣ;40.47718615;23.047230980071816;thessaloniki
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΧΑΛΚΗΔΟΝΟΣ;40.731462004385975;22.59920619814561;thessaloniki
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΘΕΣΣΑΛΟΝΙΚΗΣ;ΘΕΡΜΑΙΚΟΥ;40.4315791;22.90901914410187;thessaloniki
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΣΕΡΡΩΝ;ΣΕΡΡΩΝ;41.1366884;23.567874466471995;nevrokopi
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΣΕΡΡΩΝ;ΗΡΑΚΛΕΙΑΣ;41.098422549999995;23.265444117451057;kilkis
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΣΕΡΡΩΝ;ΕΜΜΑΝΟΥΗΛ ΠΑΠΠΑ;41.0629504;23.67558180837328;nevrokopi
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΣΕΡΡΩΝ;ΣΙΝΤΙΚΗΣ;41.264898650000006;23.229589536062445;kilkis
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΣΕΡΡΩΝ;ΝΕΑΣ ΖΙΧΝΗΣ;41.0087985;23.83771472487869;drama
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΣΕΡΡΩΝ;ΒΙΣΑΛΤΙΑΣ;40.89576485;23.58588226009949;drama
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΣΕΡΡΩΝ;ΑΜΦΙΠΟΛΗΣ;40.9037942;23.952229547393046;drama
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΧΑΛΚΙΔΙΚΗΣ;ΠΟΛΥΓΥΡΟΥ;40.406543049999996;23.393466986755996;polygyros
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΧΑΛΚΙΔΙΚΗΣ;ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ;40.3140765;23.18047830330632;polygyros
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΧΑΛΚΙΔΙΚΗΣ;ΣΙΘΩΝΙΑΣ;40.1475311;23.830379540555988;polygyros
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΧΑΛΚΙΔΙΚΗΣ;ΚΑΣΣΑΝΔΡΑΣ;40.0271075;23.434252170765312;polygyros
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΧΑΛΚΙΔΙΚΗΣ;ΑΡΙΣΤΟΤΕΛΗ;40.4787367;23.676156910916546;polygyros
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΚΙΛΚΙΣ;ΚΙΛΚΙΣ;41.0670838;22.92124208474187;kilkis
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΚΙΛΚΙΣ;ΠΑΙΟΝΙΑΣ;41.01255505;22.473805560972828;kilkis
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΠΕΛΛΑΣ;ΕΔΕΣΣΑΣ;40.79337025;21.932504283734005;naousa
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΠΕΛΛΑΣ;ΣΚΥΔΡΑΣ;40.8103695;22.173664227242398;naousa
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΠΕΛΛΑΣ;ΠΕΛΛΑΣ;40.805329900000004;22.37327373118575;veroia
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΠΕΛΛΑΣ;ΑΛΜΩΠΙΑΣ;41.01021595;22.051611064730643;naousa
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΗΜΑΘΙΑΣ;ΒΕΡΟΙΑΣ;40.5215342;22.2036834;veroia
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΗΜΑΘΙΑΣ;ΑΛΕΞΑΝΔΡΕΙΑΣ;40.5854734;22.45918803930605;veroia
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΗΜΑΘΙΑΣ;ΝΑΟΥΣΑΣ;40.618123499999996;22.038924972899714;naousa
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΠΙΕΡΙΑΣ;ΚΑΤΕΡΙΝΗΣ;40.2713616;22.5087618;dion
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΠΙΕΡΙΑΣ;ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ;40.44293725;22.500542689206284;dion
ΠΕΡΙΦΈΡΕΙΑ ΚΕΝΤΡΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΠΙΕΡΙΑΣ;ΔΙΟΥ-ΟΛΥΜΠΟΥ;40.10201315;22.4644442423223;dion
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΚΟΖΑΝΗΣ;ΒΟΪΟΥ;40.3004236;21.34779639722897;grevena
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΚΟΖΑΝΗΣ;ΚΟΖΑΝΗΣ;40.29001835;21.758563281161805;notiopedio
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΚΟΖΑΝΗΣ;ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ;40.2425448;22.0334872;notiopedio
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΚΟΖΑΝΗΣ;ΕΟΡΔΑΙΑΣ;40.535875399999995;21.719601969558006;ptolemaida
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΦΛΩΡΙΝΑΣ;ΦΛΩΡΙΝΑΣ;40.7876067;21.458315993881758;florina
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΦΛΩΡΙΝΑΣ;ΠΡΕΣΠΩΝ;40.7435495;21.11231636290146;florina
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΦΛΩΡΙΝΑΣ;ΑΜΥΝΤΑΙΟΥ;40.68676255;21.671710011695733;ptolemaida
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΚΑΣΤΟΡΙΑΣ;ΚΑΣΤΟΡΙΑΣ;40.5770335;21.251588912946126;florina
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΚΑΣΤΟΡΙΑΣ;ΝΕΣΤΟΡΙΟΥ;40.3546464;20.962504556567566;grevena
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΚΑΣΤΟΡΙΑΣ;ΟΡΕΣΤΙΔΟΣ;40.40527695;21.21580837090906;grevena
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΓΡΕΒΕΝΩΝ;ΓΡΕΒΕΝΩΝ;40.0398084;21.420138871130995;grevena
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΜΑΚΕΔΟΝΊΑΣ;ΓΡΕΒΕΝΩΝ;ΔΕΣΚΑΤΗΣ;39.9775372;21.74115032054148;grevena
ΠΕΡΙΦΈΡΕΙΑ ΗΠΕΊΡΟΥ;ΙΩΑΝΝΙΝΩΝ;ΙΩΑΝΝΙΤΩΝ;39.640841699999996;20.895290899105035;ioannina
ΠΕΡΙΦΈΡΕΙΑ ΗΠΕΊΡΟΥ;ΙΩΑΝΝΙΝΩΝ;ΖΙΤΣΑΣ;39.6899598;20.661869912225704;ioannina
ΠΕΡΙΦΈΡΕΙΑ ΗΠΕΊΡΟΥ;ΙΩΑΝΝΙΝΩΝ;ΔΩΔΩΝΗΣ;39.453207250000006;20.797040343930796;ioannina
ΠΕΡΙΦΈΡΕΙΑ ΗΠΕΊΡΟΥ;ΙΩΑΝΝΙΝΩΝ;ΜΕΤΣΟΒΟΥ;39.775404;21.132838861867093;ioannina
ΠΕΡΙΦΈΡΕΙΑ ΗΠΕΊΡΟΥ;ΙΩΑΝΝΙΝΩΝ;ΖΑΓΟΡΙΟΥ;39.864876249999995;20.881280326262285;ioannina
ΠΕΡΙΦΈΡΕΙΑ ΗΠΕΊΡΟΥ;ΙΩΑΝΝΙΝΩΝ;ΠΩΓΩΝΙΟΥ;39.919284149999996;20.47558852151841;igoumenitsa
ΠΕΡΙΦΈΡΕΙΑ ΗΠΕΊΡΟΥ;ΙΩΑΝΝΙΝΩΝ;ΚΟΝΙΤΣΑΣ;40.16598035;20.83741285359906;grevena
ΠΕΡΙΦΈΡΕΙΑ ΗΠΕΊΡΟΥ;ΘΕΣΠΡΩΤΙΑΣ;ΗΓΟΥΜΕΝΙΤΣΑΣ;39.4243822;20.322977511988842;igoumenitsa
ΠΕΡΙΦΈΡΕΙΑ ΗΠΕΊΡΟΥ;ΘΕΣΠΡΩΤΙΑΣ;ΦΙΛΙΑΤΩΝ;39.665904850000004;20.374486994659666;igoumenitsa
ΠΕΡΙΦΈΡΕΙΑ ΗΠΕΊΡΟΥ;ΘΕΣΠΡΩΤΙΑΣ;ΣΟΥΛΙΟΥ;39.471408600000004;20.49596322217078;igoumenitsa
ΠΕΡΙΦΈΡΕΙΑ ΗΠΕΊΡΟΥ;ΑΡΤΑΣ;ΑΡΤΑΙΩΝ;39.207858099999996;20.958296439890113;arta
ΠΕΡΙΦΈΡΕΙΑ ΗΠΕΊΡΟΥ;ΑΡΤΑΣ;ΝΙΚΟΛΑΟΥ ΣΚΟΥΦΑ;39.141000500000004;21.075933740424027;arta
ΠΕΡΙΦΈΡΕΙΑ ΗΠΕΊΡΟΥ;ΑΡΤΑΣ;ΓΕΩΡΓΙΟΥ ΚΑΡΑΙΣΚΑΚΗ;39.22938085;21.240668077166326;arta
ΠΕΡΙΦΈΡΕΙΑ ΗΠΕΊΡΟΥ;ΑΡΤΑΣ;ΚΕΝΤΡΙΚΩΝ ΤΖΟΥΜΕΡΚΩΝ;39.3886149;21.16143800476744;arta
ΠΕΡΙΦΈΡΕΙΑ ΗΠΕΊΡΟΥ;ΠΡΕΒΕΖΗΣ;ΠΡΕΒΕΖΑΣ;39.28512705;20.597295746099498;arta
ΠΕΡΙΦΈΡΕΙΑ ΗΠΕΊΡΟΥ;ΠΡΕΒΕΖΗΣ;ΖΗΡΟΥ;39.26860145;20.813944935598368;arta
ΠΕΡΙΦΈΡΕΙΑ ΗΠΕΊΡΟΥ;ΠΡΕΒΕΖΗΣ;ΠΑΡΓΑΣ;39.25264515;20.56861468120517;arta
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΛΑΡΙΣΑΣ;ΑΓΙΑΣ;39.720168349999994;22.728583907380973;larissa
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΛΑΡΙΣΑΣ;ΛΑΡΙΣΑΙΩΝ;39.62855675;22.33406834164544;larissa
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΛΑΡΙΣΑΣ;ΦΑΡΣΑΛΩΝ;39.2949611;22.384792;larissa
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΛΑΡΙΣΑΣ;ΤΥΡΝΑΒΟΥ;39.7388604;22.2882216;larissa
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΛΑΡΙΣΑΣ;ΚΙΛΕΛΕΡ;39.5473618;22.56089974879712;larissa
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΛΑΡΙΣΑΣ;ΤΕΜΠΩΝ;39.83185845;22.56489821991784;larissa
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΛΑΡΙΣΑΣ;ΕΛΑΣΣΟΝΑΣ;39.8939174;22.189257;larissa
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΜΑΓΝΗΣΙΑΣ;ΖΑΓΟΡΑΣ-ΜΟΥΡΕΣΙΟΥ;39.438012549999996;23.089926525560422;volos
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΜΑΓΝΗΣΙΑΣ;ΒΟΛΟΥ;39.3624833;22.9401864;volos
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΜΑΓΝΗΣΙΑΣ;ΝΟΤΙΟΥ ΠΗΛΙΟΥ;39.232733100000004;23.249701472528148;volos
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΜΑΓΝΗΣΙΑΣ;ΑΛΜΥΡΟΥ;39.1807614;22.7609792;volos
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΜΑΓΝΗΣΙΑΣ;ΡΗΓΑ ΦΕΡΑΙΟΥ;39.3418027;23.0048287;volos
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΜΑΓΝΗΣΙΑΣ;ΣΚΟΠΕΛΟΥ;39.3811849;22.9407661;volos
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΜΑΓΝΗΣΙΑΣ;ΣΚΙΑΘΟΥ;39.377769;22.9153753;volos
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΜΑΓΝΗΣΙΑΣ;ΑΛΟΝΝΗΣΟΥ;39.3789419;22.9175364;volos
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΤΡΙΚΑΛΩΝ;ΤΡΙΚΚΑΙΩΝ;39.5560869;21.7678844;trikala
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΤΡΙΚΑΛΩΝ;ΠΥΛΗΣ;39.47377165;21.464756115484455;trikala
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΤΡΙΚΑΛΩΝ;ΦΑΡΚΑΔΟΝΑΣ;39.61300005;22.039089222572507;trikala
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΤΡΙΚΑΛΩΝ;ΚΑΛΑΜΠΑΚΑΣ;39.7225469;21.473930485508955;trikala
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΚΑΡΔΙΤΣΑΣ;ΠΑΛΑΜΑ;39.461437149999995;22.11482675228781;larissa
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΚΑΡΔΙΤΣΑΣ;ΚΑΡΔΙΤΣΑΣ;39.283889200000004;21.900181790289043;trikala
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΚΑΡΔΙΤΣΑΣ;ΣΟΦΑΔΩΝ;39.2367989;22.120242351284485;karpenisitown
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΚΑΡΔΙΤΣΑΣ;ΛΙΜΝΗ ΠΛΑΣΤΗΡΑ;39.30888980533765;21.712927449573442;trikala
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΚΑΡΔΙΤΣΑΣ;ΜΟΥΖΑΚΙΟΥ;39.413234;21.708183885115126;trikala
ΠΕΡΙΦΈΡΕΙΑ ΘΕΣΣΑΛΊΑΣ;ΚΑΡΔΙΤΣΑΣ;ΑΡΓΙΘΕΑΣ;39.2903174;21.53161573635171;trikala
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΑΧΑΙΑΣ;ΠΑΤΡΕΩΝ;38.246242;21.7350847;patra
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΑΧΑΙΑΣ;ΕΡΥΜΑΝΘΟΥ;38.0031622;21.75161444534512;patra
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΑΧΑΙΑΣ;ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ;38.0654267;21.538884460754637;patra
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΑΧΑΙΑΣ;ΑΙΓΙΑΛΕΙΑΣ;38.140844;22.25179944644308;mornos1
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΑΧΑΙΑΣ;ΚΑΛΑΒΡΥΤΩΝ;38.032525;22.1128313;patra
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ;ΜΕΣΟΛΟΓΓΙΟΥ;38.46793785;21.3290041054207;gavalou
