περιφέρεια;νομός;δήμος;latitude;longitude;station_of_reference
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ;ΝΑΥΠΑΚΤΙΑΣ;38.5450628;21.8705597769982;mornos1
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ;ΞΗΡΟΜΕΡΟΥ;38.6043463;21.117471193498808;gavalou
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ;ΑΓΡΙΝΙΟΥ;38.64690365;21.44860827225311;gavalou
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ;ΑΜΦΙΛΟΧΙΑΣ;38.9640584;21.329434832600747;arta
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ;ΘΕΡΜΟΥ;38.58312815;21.657238485276814;gavalou
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ;ΑΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ;38.81918374999999;20.9365496271204;lefkada
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΗΛΕΙΑΣ;ΠΥΡΓΟΥ;37.6722103;21.4392124;pirgos
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΗΛΕΙΑΣ;ΑΡΧΑΙΑΣ ΟΛΥΜΠΙΑΣ;37.77124645;21.743385255366068;pirgos
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΗΛΕΙΑΣ;ΑΝΔΡΙΤΣΑΙΝΑΣ - ΚΡΕΣΤΕΝΩΝ;37.5211202;21.86915537501057;megalopoli
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΗΛΕΙΑΣ;ΖΑΧΑΡΩΣ;37.468235050000004;21.735356966371853;kyparissia
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΗΛΕΙΑΣ;ΗΛΙΔΑΣ;37.82340445;21.403478379958116;pirgos
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΗΛΕΙΑΣ;ΠΗΝΕΙΟΥ;37.86331615;21.2341820695503;pirgos
ΠΕΡΙΦΈΡΕΙΑ ΔΥΤΙΚΉΣ ΕΛΛΆΔΑΣ;ΗΛΕΙΑΣ;ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ;37.9794476;21.35162903221481;pirgos
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΑΡΚΑΔΙΑΣ;ΤΡΙΠΟΛΗΣ;37.52646585;22.34874426880834;tripoli
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΑΡΚΑΔΙΑΣ;ΓΟΡΤΥΝΙΑΣ;37.66488015;22.020226572403587;megalopoli
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΑΡΚΑΔΙΑΣ;ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ;37.36709625;22.613086683447126;tripoli
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΑΡΚΑΔΙΑΣ;ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ;37.15438535;22.770874981442688;sparti
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΑΡΚΑΔΙΑΣ;ΜΕΓΑΛΟΠΟΛΗΣ;37.352042850000004;22.117171624660116;megalopoli
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΜΕΣΣΗΝΙΑΣ;ΔΥΤΙΚΗΣ ΜΑΝΗΣ;36.8958198;22.290896844933158;sparti
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΜΕΣΣΗΝΙΑΣ;ΜΕΣΣΗΝΗΣ;37.030947100000006;21.925956865972196;kyparissia
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΜΕΣΣΗΝΙΑΣ;ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ;36.932131600000005;21.775575482438818;kyparissia
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΜΕΣΣΗΝΙΑΣ;ΚΑΛΑΜΑΤΑΣ;37.0377582;22.1109392;sparti
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΜΕΣΣΗΝΙΑΣ;ΟΙΧΑΛΙΑΣ;37.323853;21.93149563126859;megalopoli
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΜΕΣΣΗΝΙΑΣ;ΤΡΙΦΥΛΛΙΑΣ;37.37565748270886;21.690041802996344;kyparissia
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΛΑΚΩΝΙΑΣ;ΣΠΑΡΤΗΣ;37.0750742;22.4310282;sparti
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΛΑΚΩΝΙΑΣ;ΕΥΡΩΤΑ;36.96369955;22.76853208422481;sparti
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΛΑΚΩΝΙΑΣ;ΑΝΑΤΟΛΙΚΗΣ ΜΑΝΗΣ;36.635215;22.43982243606205;sparti
ΠΕΡΙΦΈΡΕΙΑ ΑΤΤΙΚΉΣ;ΑΤΤΙΚΗΣ;ΚΥΘΗΡΩΝ;36.258028800000005;23.002435236230205;sparti
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΛΑΚΩΝΙΑΣ;ΜΟΝΕΜΒΑΣΙΑΣ;36.7380152;22.928205104374204;sparti
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΛΑΚΩΝΙΑΣ;ΕΛΑΦΟΝΗΣΟΥ;36.48360155;22.958984157405723;sparti
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΑΡΓΟΛΙΔΟΣ;ΝΑΥΠΛΙΕΩΝ;37.592224200000004;22.84764070647526;argos
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΑΡΓΟΛΙΔΟΣ;ΕΠΙΔΑΥΡΟΥ;37.625959699999996;23.07638520400686;argos
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΑΡΓΟΛΙΔΟΣ;ΕΡΜΙΟΝΙΔΑΣ;37.40985415;23.233200397499665;argos
ΠΕΡΙΦΈΡΕΙΑ ΑΤΤΙΚΉΣ;ΑΤΤΙΚΗΣ;ΤΡΟΙΖΗΝΙΑΣ;37.548753500000004;23.22643853431208;argos
ΠΕΡΙΦΈΡΕΙΑ ΑΤΤΙΚΉΣ;ΑΤΤΙΚΗΣ;ΑΘΗΝΑΙΩΝ;37.99085805;23.741474247371166;athens
ΠΕΡΙΦΈΡΕΙΑ ΑΤΤΙΚΉΣ;ΑΤΤΙΚΗΣ;ΥΔΡΑΣ;37.332093;23.46646349926514;lavrio
ΠΕΡΙΦΈΡΕΙΑ ΑΤΤΙΚΉΣ;ΑΤΤΙΚΗΣ;ΠΟΡΟΥ;37.52692105;23.475245365132018;athens
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΑΡΓΟΛΙΔΟΣ;ΑΡΓΟΥΣ - ΜΥΚΗΝΩΝ;37.65561955;22.628524323500656;argos
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΚΟΡΙΝΘΙΑΣ;ΚΟΡΙΝΘΙΩΝ;37.8284273;22.961760053205886;nemea
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΚΟΡΙΝΘΙΑΣ;ΛΟΥΤΡΑΚΙΟΥ-ΑΓΙΩΝ ΘΕΟΔΩΡΩΝ;37.9863988;23.03508958807216;nemea
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΚΟΡΙΝΘΙΑΣ;ΝΕΜΕΑΣ;37.8327212;22.672467043708266;nemea
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΚΟΡΙΝΘΙΑΣ;ΒΕΛΟΥ-ΒΟΧΑΣ;37.92093635;22.739464786922987;nemea
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΚΟΡΙΝΘΙΑΣ;ΞΥΛΟΚΑΣΤΡΟΥ-ΕΥΡΩΣΤΙΝΗΣ;38.023222849999996;22.497195917782758;nemea
ΠΕΡΙΦΈΡΕΙΑ ΠΕΛΟΠΟΝΝΉΣΟΥ;ΚΟΡΙΝΘΙΑΣ;ΣΙΚΥΩΝΙΩΝ;37.92172435;22.555625191660663;nemea
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΦΘΙΩΤΙΔΑΣ;ΛΑΜΙΕΩΝ;38.883611;22.34787212802164;amfiklia
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΦΘΙΩΤΙΔΑΣ;ΑΜΦΙΚΛΕΙΑΣ-ΕΛΑΤΕΙΑΣ;38.630042849999995;22.714171752487086;amfiklia
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΦΘΙΩΤΙΔΑΣ;ΔΟΜΟΚΟΥ;39.136249899999996;22.30742542814663;karpenisitown
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΦΘΙΩΤΙΔΑΣ;ΛΟΚΡΩΝ ;38.6296835;22.98280690558952;livadeia
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΦΘΙΩΤΙΔΑΣ;ΣΤΥΛΙΔΑΣ;38.96091145;22.778289932593175;amfiklia
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΦΘΙΩΤΙΔΑΣ;ΜΩΛΟΥ;38.76620105;22.70981170657717;amfiklia
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΦΘΙΩΤΙΔΑΣ;ΜΑΚΡΑΚΩΜΗΣ;38.9234558;22.03220130585895;karpenisitown
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΕΥΡΥΤΑΝΙΑΣ;ΑΓΡΑΦΩΝ;39.064753350000004;21.58523513054001;karpenisitown
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΕΥΡΥΤΑΝΙΑΣ;ΚΑΡΠΕΝΗΣΙΟΥ;38.914497600000004;21.764516692397432;karpenisitown
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΦΩΚΙΔΟΣ;ΔΕΛΦΩΝ;38.54244935;22.409566177659936;amfiklia
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΒΟΙΩΤΙΑΣ;ΛΕΒΑΔΕΩΝ;38.409362;22.885433873571728;livadeia
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΒΟΙΩΤΙΑΣ;ΑΛΙΑΡΤΟΥ;38.36984725;23.075928562178305;livadeia
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΒΟΙΩΤΙΑΣ;ΟΡΧΟΜΕΝΟΥ;38.49152885;23.134992804509015;livadeia
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΒΟΙΩΤΙΑΣ;ΔΙΣΤΟΜΟΥ - ΑΡΑΧΟΒΑΣ - ΑΝΤΙΚΥΡΑΣ;38.46479015;22.661950653615186;amfiklia
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΒΟΙΩΤΙΑΣ;ΘΗΒΑΙΩΝ;38.32034705;23.28323358810463;tanagra
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΒΟΙΩΤΙΑΣ;ΤΑΝΑΓΡΑΣ;38.2658413;23.53115987204443;tanagra
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΕΥΒΟΙΑΣ;ΔΙΡΦΥΩΝ - ΜΕΣΣΑΠΙΩΝ;38.603614300000004;23.707998119991608;tanagra
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΕΥΒΟΙΑΣ;ΕΡΕΤΡΙΑΣ;38.48972885;23.916410786053888;tanagra
ΠΕΡΙΦΈΡΕΙΑ ΣΤΕΡΕΆΣ ΕΛΛΆΔΟΣ;ΕΥΒΟΙΑΣ;ΧΑΛΚΙΔΕΩΝ;38.430089949999996;23.515708783452403;tanagra
